ID,dimension,condition,stimulus,Number of Fixations,Relative Number of Fixations,Number of Saccades,Relative Number of Saccades,Mean fixation duration during head movement,Mean distance to figure,Mean angle around figure
184,3,second,28,23,2.0246478873239413,20,1.760563380281688,,78.61206873620462,16.145562631582216
184,3,second,29,10,3.078817733990157,8,2.4630541871921254,,78.65658269715104,16.10235169370276
184,3,second,30,10,2.5316455696202604,11,2.7848101265822867,0.33900000000001285,77.89723387673249,16.450384986196962
186,2,first,1,14,2.220459952418718,10,1.5860428231562271,,80.86837460546863,13.558499744800363
186,2,first,2,12,2.4164317358034664,6,1.2082158679017332,0.13333333333333047,80.33787638495949,13.798069097981047
186,2,first,3,7,2.0103388856978746,6,1.723147616312464,0.3885000000000076,80.250212790808,13.864158579367151
186,2,first,4,16,2.5860675610150268,9,1.4546630030709524,0.1260000000000047,78.85259488883595,14.559423436129867
186,2,first,5,12,2.2900763358778584,6,1.1450381679389292,0.2019999999999981,79.379918267113,14.34667149709059
186,2,first,6,13,2.6262626262626325,9,1.8181818181818223,0.11099999999999,79.69801608411062,14.16319398547573
186,2,first,7,9,1.9893899204244028,6,1.326259946949602,0.2220000000000084,79.65682918034064,14.19636595261111
186,2,first,8,16,3.0516879649055833,8,1.5258439824527916,0.27575000000000216,80.0675482295186,13.914698461399267
186,2,first,9,21,2.797761790567546,13,1.7319477751132426,0.1340000000000003,79.78208886763055,14.13181364684492
186,2,first,10,21,2.3079459281239725,10,1.0990218705352248,0.2510000000000048,79.42284788769008,14.312525721165553
186,2,first,11,11,2.795425667090215,8,2.0330368487928836,0.1109999999999971,80.72364230647096,13.644753842083238
186,2,first,12,15,2.706115821757168,8,1.443261771603823,0.1129999999999995,78.79938621859218,14.628514843113948
186,2,first,13,6,2.2083179977916947,6,2.2083179977916947,0.44249999999999545,79.20334783419285,14.389428241425467
186,2,first,14,8,2.763385146804853,6,2.07253886010364,0.2220000000000084,80.00716449882631,13.983706946886578
186,2,first,15,9,2.4834437086092747,6,1.65562913907285,0.11166666666666929,80.08022387858414,13.917569020028004
186,2,first,16,7,2.6475037821482688,4,1.5128593040847251,0.1979999999999933,81.1726335328756,13.417012376246495
186,2,first,17,19,2.2719119933038385,15,1.7936147315556619,0.25233333333332547,79.42478283964932,14.294938678554951
186,2,first,18,16,2.374239501409713,6,0.8903398130286424,0.1100000000000136,79.04496154219038,14.538108207511657
186,2,first,19,23,2.34502446982055,13,1.3254486133768326,0.32600000000000284,79.51414215737304,14.24007672321224
186,2,first,20,10,2.3277467411545665,7,1.6294227188081967,0.2043333333333426,79.30965302585795,14.393145424061732
186,2,first,21,24,2.754188661923342,19,2.180399357355979,0.11899999999999265,79.65145132970113,14.174964985115043
186,2,first,22,15,2.2597167821633004,10,1.5064778547755335,0.7610000000000028,80.18410837956522,13.894020643523659
186,2,first,23,9,2.1448999046711164,8,1.9065776930409923,,80.42944367676007,13.803563509697119
186,2,first,24,17,1.9502122289778565,12,1.3766203969255457,,79.70543056843414,14.193143446613329
186,2,first,25,16,2.7072758037224927,7,1.1844331641285906,0.1196666666666696,79.2400402852746,14.370596730891442
186,2,first,26,17,2.413744143120827,10,1.4198494959534276,0.11340000000000708,81.79131702620401,13.121525631839692
186,2,first,27,8,2.6007802340702266,6,1.95058517555267,,79.70433225373706,14.183263271906542
186,2,first,28,25,2.684996241005268,9,0.9665986467618966,0.3283333333333473,79.04572849471248,14.490987793569294
186,2,first,29,12,3.147128245476002,10,2.6226068712300017,,80.94859619963086,13.530034644021852
186,2,first,30,13,2.8710247349823375,9,1.987632508833926,0.7330000000000041,79.97306109539835,13.99140627055606
186,3,second,1,8,3.211561621838619,6,2.408671216378964,0.3463333333333338,78.59612261441762,14.676571987256207
186,3,second,2,7,2.3474178403755768,6,2.012072434607637,0.7680000000000007,78.45711008697927,14.722557407728747
186,3,second,3,16,3.807710613993338,8,1.903855306996669,0.1135000000000019,79.11342050872213,14.403678414935781
186,3,second,4,15,2.705139765554546,10,1.8034265103696974,0.2779999999999987,79.02950210792037,14.482083000646167
186,3,second,5,8,2.5117739403453894,5,1.5698587127158685,0.2865000000000037,79.17981384513013,14.374771062944923
186,3,second,6,9,3.0374620317245804,6,2.0249746878163872,,79.08955853705058,14.408748861976497
186,3,second,7,15,2.7731558513588506,9,1.6638935108153103,0.7319999999999993,78.80764769207444,14.608542698337118
186,3,second,8,5,1.9238168526356159,5,1.9238168526356159,,79.19364138612988,14.373180515437157
186,3,second,9,23,2.797032713121732,13,1.5809315335035876,0.1400000000000005,78.85978921056314,14.561822100865882
186,3,second,10,4,1.6313213703099476,4,1.6313213703099476,,79.68293140998485,14.13773236549102
186,3,second,11,10,3.06278713629404,6,1.8376722817764242,0.22133333333332902,78.86853201649018,14.511202714579348
186,3,second,12,14,3.2414910858995225,10,2.315350775642516,0.1180000000000234,79.10039714537162,14.421810607247739
186,3,second,13,7,2.066115702479336,8,2.3612750885478127,,79.08280234960124,14.444200524986838
186,3,second,14,6,2.321981424148604,5,1.9349845201238367,,81.20698142573737,13.332349821383461
186,3,second,15,10,2.730748225013649,7,1.9115237575095545,,79.08709919634708,14.415216351314303
186,3,second,16,20,2.595043466978074,10,1.297521733489037,0.2894999999999967,79.15296384747967,14.392681191445307
186,3,second,17,9,2.1994134897360786,6,1.4662756598240525,0.132000000000005,79.25438097592068,14.376433071678399
186,3,second,18,5,1.931993817619767,7,2.7047913446676737,0.1140000000000043,79.08152642655322,14.417626924913364
186,3,second,19,13,3.235440517670482,5,1.2444001991040317,0.1089999999999804,78.82406416922534,14.558901094683456
186,3,second,20,7,3.461918892185945,6,2.9673590504450957,0.12574999999999908,79.0117074613829,14.489432892018879
186,3,second,21,17,2.693282636248423,6,0.9505703422053257,0.1550000000000011,79.28213681005428,14.353012950645452
186,3,second,22,21,2.3953461845557213,8,0.9125128322117034,0.48450000000001125,78.69177876745937,14.675486249528047
186,3,second,23,17,2.3842917251051863,8,1.122019635343617,0.3963333333333363,78.89635647623201,14.602109148385823
186,3,second,24,16,2.4129090634896695,12,1.8096817976172523,0.4435000000000073,78.78056719188946,14.582310997371044
186,3,second,25,16,2.869440459110462,10,1.7934002869440389,0.2120000000000175,79.92482082480831,14.03192951362134
186,3,second,26,16,2.7303754266211673,8,1.3651877133105836,,79.21089412273982,14.371966816846651
186,3,second,27,8,3.227107704719646,4,1.613553852359823,0.1069999999999993,78.46208543468909,14.717431905946246
186,3,second,28,12,3.031834259727125,7,1.7685699848408232,0.1340000000000145,78.85215380318141,14.556112491433126
186,3,second,29,7,1.8162947586922749,3,0.7784120394395464,,79.13049964791533,14.401305322522983
186,3,second,30,12,2.9168692270296517,6,1.4584346135148258,0.1330000000000097,79.08847862560924,14.46612709711914
188,2,first,1,12,1.6622800941958733,16,2.216373458927831,,83.40471096559489,12.872088638404342
188,2,first,2,7,2.080856123662304,6,1.7835909631391178,,83.40666407705122,12.932896448333235
188,2,first,3,10,1.8188432157147991,11,2.000727537286279,,83.622870214412,12.905665863946814
188,2,first,4,14,2.28720797255349,9,1.4703479823558152,0.1330000000000097,84.3395801139214,12.52897959113058
188,2,first,5,11,1.961133891959358,14,2.4959885897664553,,83.90106343781981,12.750169747438614
188,2,first,6,13,1.7764416507242455,19,2.596337797212359,0.1329999999999955,83.86114938115075,12.667148222336932
188,2,first,7,23,2.788892930762697,15,1.8188432157148022,0.1000000000000227,84.10978065998384,12.603991329681671
188,2,first,8,24,2.1227666725632384,23,2.034318061206437,0.117999999999995,83.71612143034399,12.755528498002624
188,2,first,9,14,1.8069179143004668,18,2.323180175529172,,84.00185075257937,12.659416087513923
188,2,first,10,23,2.568684386866203,21,2.345320527138707,0.14799999999999253,84.2772555827149,12.588024600431575
188,2,first,11,15,2.189781021897812,14,2.0437956204379577,,83.43503668667965,12.928541141747333
188,2,first,12,11,2.447163515016683,8,1.7797552836484964,,84.1286093167384,12.519724429186418
188,2,first,13,4,1.7293558149589365,6,2.594033722438405,,83.84150363200342,12.745702856773859
188,2,first,14,10,2.4425989252564766,9,2.198339032730829,,83.51404499395944,12.86918056279184
188,2,first,15,13,1.94029850746269,15,2.2388059701492575,,83.40465430024824,12.915093962461711
188,2,first,16,10,1.5110305228165621,11,1.6621335750982182,,82.58274669760824,13.27131709688452
188,2,first,17,13,2.462121212121225,11,2.083333333333344,,84.19888698558489,12.574124989060882
188,2,first,18,14,2.2158911047799994,12,1.8993352326685708,,84.25832640508467,12.577505437938399
188,2,first,19,42,2.323394368534602,27,1.4936106654865298,0.27750000000000336,84.21955351290399,12.565709970350403
188,2,first,20,13,2.0833333333333304,10,1.6025641025641002,0.1000000000000227,84.18775146675456,12.598304311079692
188,2,first,21,12,1.412928293889086,21,2.4726245143059002,,83.96130398269953,12.641160127490098
188,2,first,22,17,2.313239896584573,11,1.4968022860253118,0.1000000000000227,83.78726376370005,12.780389629273321
188,2,first,23,21,2.3980815347721807,15,1.7129153819801293,,84.36139938612313,12.482265028615117
188,2,first,24,10,2.046245140167792,9,1.8416206261510126,,84.20370780654045,12.543117752592227
188,2,first,25,12,2.4737167594310168,11,2.2675736961450985,0.11166666666665033,84.23594775817283,12.56072926439485
188,2,first,26,22,2.2731969415168436,21,2.169869807811532,0.1000000000000227,84.12421236294566,12.577414154595079
188,2,first,27,6,2.129169623846691,8,2.8388928317955875,0.1990000000000122,83.61189719159728,12.812254837828998
188,2,first,28,25,2.174102095834426,13,1.1305330898339017,0.11650000000003044,84.11593650250646,12.435755530244686
188,2,first,29,30,2.0387359836901116,27,1.8348623853211006,0.1190000000000027,82.98894636925336,13.061118793819736
188,2,first,30,7,1.9729425028184884,11,3.1003382187147674,,83.49939289561131,12.89449662399521
188,3,second,1,7,1.853813559322036,14,3.707627118644072,0.1119999999999947,81.74979144030458,13.707936520131234
188,3,second,2,17,2.1650534895568,17,2.1650534895568,,81.76557339648618,13.704957782890695
188,3,second,3,23,2.304840164345122,11,1.1023148612085367,0.1990000000000122,82.18834459368149,13.486633673134724
188,3,second,4,8,3.1733439111463517,8,3.1733439111463517,0.12599999999999056,82.15769716669861,13.471122729200003
188,3,second,5,13,2.2956030372593985,14,2.4721878862793525,,81.52394024107411,13.79107771009784
188,3,second,6,6,2.7972027972027838,6,2.7972027972027838,0.11550000000001145,81.96922110201983,13.626935241969996
188,3,second,7,12,2.2650056625141555,14,2.642506606266515,0.1340000000000003,81.7873342667725,13.733542551199395
188,3,second,8,19,2.227693750732795,14,1.641458553171533,0.13324999999999673,81.71502903407973,13.64545070613188
188,3,second,9,6,1.9096117122851626,10,3.1826861871419374,,81.75401579235776,13.722771847462727
188,3,second,10,12,2.9041626331074504,12,2.9041626331074504,,82.43808139412442,13.35700762999825
188,3,second,11,5,2.3419203747072377,6,2.8103044496486853,,81.50719861833599,13.798261159669078
188,3,second,12,9,2.4951483227058504,11,3.049625727751595,0.13299999999999554,82.08343875117582,13.490955385371533
188,3,second,13,4,2.252252252252311,8,4.504504504504622,0.1119999999999947,82.13468848495886,13.481672530178594
188,3,second,14,16,2.2650056625141493,15,2.123442808607015,0.1129999999999995,82.00453640998172,13.609243674355852
188,3,second,15,8,2.330323332362351,8,2.330323332362351,0.132000000000005,82.08570493728008,13.545153949164709
188,3,second,16,23,2.1894336030461696,19,1.8086625416468356,0.1340000000000145,81.61568872341019,13.764955159972828
188,3,second,17,4,1.884126236457851,10,4.710315591144628,,81.48377863133341,13.90937257973978
188,3,second,18,11,2.0892687559354166,16,3.038936372269697,0.1129999999999995,81.61203721561944,13.785275548292061
188,3,second,19,9,2.0049008687903744,12,2.673201158387166,,81.81159181737347,13.674891066224363
188,3,second,20,7,2.727981293842554,7,2.727981293842554,0.1000000000000085,82.16950496384919,13.566773319671821
188,3,second,21,14,2.8513238289205725,6,1.2219959266802451,0.1450000000000102,81.60118015191752,14.066300638139634
188,3,second,22,10,2.66951414842496,4,1.0678056593699838,,82.2452393209683,13.428310776528926
188,3,second,23,10,2.1331058020477807,11,2.3464163822525586,0.1000000000000014,81.94993839716663,13.924756229733877
188,3,second,24,19,2.277904328018221,18,2.158014626543578,0.12850000000000605,81.92004526431197,13.600771561331614
188,3,second,25,7,1.9965772960638741,13,3.7079292641186234,,81.80165384516549,13.658485396495712
188,3,second,26,26,2.4894676369207227,20,1.914975105323633,0.12000000000000449,81.91372617489412,13.608452873667764
188,3,second,27,3,1.9292604501607633,6,3.8585209003215266,0.1550000000000011,81.71882487990592,13.702783682451528
188,3,second,28,14,3.1305903398926693,10,2.2361359570661925,0.1129999999999995,81.78669085814347,13.679094601706819
188,3,second,29,31,2.84952661090174,20,1.8384042650978967,0.108000000000004,81.98017507445515,13.57382955668454
188,3,second,30,5,2.573340195573801,6,3.0880082346885613,0.1539999999999963,82.12061276244357,13.492259212074776
189,2,second,1,9,2.401921537229784,10,2.6688017080330932,0.11600000000000055,79.70078144470352,14.975837923581164
189,2,second,2,3,2.196193265007321,4,2.928257686676428,,79.65167137306995,15.013403205460722
189,2,second,3,6,2.784222737819024,8,3.7122969837586988,,79.63246126529575,15.050961005954564
189,2,second,4,6,3.128258602711147,5,2.606882168925956,,78.8269063112477,15.234142306077667
189,2,second,5,2,1.7196904557179546,3,2.579535683576932,,78.67671063166355,15.213473948916473
189,2,second,6,4,2.5526483726866736,4,2.5526483726866736,0.1329999999999955,79.5508682624499,15.114795061246063
189,2,second,7,4,3.1923383878691145,2,1.5961691939345573,,79.17452359959054,15.210579113186807
189,2,second,8,3,2.2123893805309707,2,1.4749262536873138,,79.4118170684289,15.14298842418055
189,2,second,9,4,2.343292325717642,4,2.343292325717642,0.1340000000000003,79.50007970644047,15.006788080299481
189,2,second,10,4,2.341920374707262,4,2.341920374707262,,78.88879611988104,15.27699600537
189,2,second,11,5,1.8832391713747638,7,2.636534839924669,,79.76266786911299,14.937410236841293
189,2,second,12,6,3.9787798408488557,4,2.652519893899237,,79.48080163539116,14.715084750013977
189,2,second,13,4,2.119766825649178,5,2.6497085320614726,0.1329999999999955,78.82860816990218,15.268510113993507
189,2,second,14,3,3.033367037411513,2,2.0222446916076753,0.11099999999999,79.63252555971772,15.067370349713661
189,2,second,15,3,2.997002997003004,2,1.9980019980020027,,79.66234329480402,14.984944310123463
189,2,second,16,7,2.652519893899201,7,2.652519893899201,,79.43028543984583,15.092204030116887
189,2,second,17,3,2.009377093101126,5,3.3489618218352106,,78.85305856416724,15.30938340225634
189,2,second,18,2,2.2271714922049095,3,3.340757238307364,,79.3648135353911,14.782262909002773
189,2,second,19,5,5.643340857787838,1,1.1286681715575675,,78.67878488887243,15.378337266087977
189,2,second,20,5,3.1847133757961923,3,1.9108280254777152,,79.2749593160167,14.852439509782448
189,2,second,21,3,2.04638472032741,3,2.04638472032741,0.100999999999999,79.55316376559514,14.992336358366941
189,2,second,22,5,3.0599755201958376,4,2.4479804161566703,,79.58957530563475,15.056647712501707
189,2,second,23,4,2.0746887966804852,3,1.556016597510364,,78.90716754878093,15.417534976473805
189,2,second,24,6,3.1104199066873996,3,1.5552099533436998,,79.69488991289742,14.976022383918693
189,2,second,25,4,3.0959752321982066,3,2.321981424148655,0.1110000000000042,78.54137015033703,15.429061437889654
189,2,second,26,6,2.5762129669385914,4,1.7174753112923942,0.132000000000005,79.7300699221419,14.91269175414356
189,2,second,27,4,3.6798528058877533,3,2.759889604415815,,79.81056375026284,15.060688663432167
189,2,second,28,5,3.4940600978336542,3,2.0964360587001925,0.6689999999999543,79.2930731772457,14.836947684239924
189,2,second,29,5,3.4199726402188872,4,2.73597811217511,,79.53200667428916,15.047510684124871
189,2,second,30,4,3.0792917628945524,3,2.3094688221709143,0.1999999999999957,79.71860538072774,14.95510238165636
189,3,first,1,14,3.2399907428835935,6,1.3885674612358256,,82.60040513833633,14.197393521451247
189,3,first,2,10,3.3852403520650047,4,1.3540961408260017,0.1129999999999995,82.52471285778793,14.175397580428298
189,3,first,3,7,3.086419753086419,4,1.7636684303350965,,81.23331077805496,14.192887341645012
189,3,first,4,5,3.568879371877204,2,1.4275517487508815,,80.17795454122101,14.715270970081024
189,3,first,5,8,2.266931141966547,5,1.4168319637290918,0.36899999999999505,81.45744754951095,14.595392272419357
189,3,first,6,9,2.1418372203712526,9,2.1418372203712526,0.14833333333333576,80.62722671447028,14.02894145755332
189,3,first,7,9,3.715937241948807,5,2.0644095788604484,,82.43514343355884,13.906761825263715
189,3,first,8,11,4.325599685410921,5,1.9661816751867824,0.1670000000000016,81.49127770469806,14.172813616244628
189,3,first,9,7,3.2482598607888615,5,2.3201856148491866,0.1779999999999919,82.37839225094959,14.128654652944464
189,3,first,10,6,2.936857562408223,5,2.4473813020068524,0.1339999999999999,83.8912620237742,13.224592927490274
189,3,first,11,13,2.8077753779697647,10,2.1598272138228958,,81.95532852431278,14.1566055480912
189,3,first,12,8,3.033750474023511,7,2.6545316647705723,0.20150000000003834,80.72965475537379,14.476621877168427
189,3,first,13,6,2.8382213812677333,6,2.8382213812677333,0.1100000000000136,80.60934044796699,14.544016455494614
189,3,first,14,2,0.6978367062107503,6,2.093510118632251,0.1000000000000227,79.10708710777735,16.044502532522642
189,3,first,15,2,2.0703933747412444,1,1.0351966873706222,,79.295583715179,15.17793087092506
189,3,first,16,5,3.949447077409147,2,1.5797788309636587,0.6019999999999897,82.12511968972731,14.146253455825626
189,3,first,17,7,3.1963470319634735,5,2.2831050228310525,,81.56896779981017,14.286626287800354
189,3,first,18,4,3.1176929072486677,3,2.3382696804365004,,80.99663278379968,14.32289647137509
189,3,first,19,5,3.3090668431502412,4,2.647253474520193,,81.7916315931836,14.293383938082721
189,3,first,20,8,2.9509406123201787,5,1.8443378827001116,,82.43527582216258,14.096462312857218
189,3,first,21,5,2.4987506246876503,4,1.99900049975012,,81.7223366713261,14.262628772055383
189,3,first,22,7,3.203661327231118,3,1.372997711670479,,80.43771778986368,14.543880311101844
189,3,first,23,10,3.1269543464665484,3,0.9380863039399644,0.28424999999999967,82.93682067261301,14.07041376930451
189,3,first,24,17,3.3797216699801185,10,1.9880715705765404,0.7549999999999883,82.50243224277283,14.069451246450544
189,3,first,25,5,2.83446712018139,4,2.267573696145112,0.11099999999999,78.6924928909821,15.637653522476077
189,3,first,26,3,2.5531914893617085,3,2.5531914893617085,0.7999999999999972,81.92191283627407,14.222033727180284
189,3,first,27,6,4.095563139931731,3,2.0477815699658657,0.152000000000001,82.5577429837672,14.067239686444553
189,3,first,28,8,2.7173913043478235,9,3.0570652173913015,,81.61227017577107,14.462482740953208
189,3,first,29,4,3.46020761245673,3,2.5951557093425475,0.17899999999999489,80.26644518197048,14.782999264202465
189,3,first,30,7,3.249767873723311,5,2.321262766945222,0.12199999999998565,80.46345152453262,14.456024290175819
190,2,first,1,31,1.850193971948671,24,1.4324082363473583,0.14260000000000583,85.66236599992995,11.450650864111509
190,2,first,2,32,1.9437526574743371,31,1.8830103869282642,0.1220000000000027,87.89815048513141,10.502777345484358
190,2,first,3,33,1.7685835253764948,25,1.339836004073102,0.2051428571428561,89.2191470890762,10.583426459140986
190,2,first,4,20,1.7990465053521696,11,0.9894755779436932,0.16466666666665705,85.59772909878329,12.69790614736941
190,2,first,5,10,1.9669551534224787,8,1.573564122737983,,83.83914546572751,13.89437919105554
190,2,first,6,14,1.1599966857237534,26,2.1542795592012562,0.2019999999999981,83.22802602932353,12.70310634550453
190,2,first,7,78,1.9336126329358685,54,1.3386548997248322,0.15200000000000977,86.77105328570526,11.155241091211504
190,2,first,8,21,1.992220851911584,15,1.42301489422256,0.1219999999999998,88.7411717533713,10.514340664133213
190,2,first,9,22,2.1630124864811737,16,1.5730999901681262,0.12500000000002837,86.99346301301014,11.026773567305446
190,2,first,10,30,1.8284878405558622,23,1.4018406777594945,0.1484000000000037,86.3019367364392,12.479125469820369
190,2,first,11,29,2.1097046413502096,14,1.0184781027207908,0.12633333333333016,87.67107730431297,10.558511831775443
190,2,first,12,13,2.2648083623693793,10,1.7421602787456762,0.125,86.91418345692635,11.461618628217483
190,2,first,13,21,1.8518518518518468,15,1.322751322751319,0.18299999999999264,89.04314818568028,10.669632118717052
190,2,first,14,21,2.098740755546672,18,1.798920647611433,,86.39862506188626,11.363712341717504
190,2,first,15,20,2.118644067796604,14,1.483050847457623,0.11099999999999,87.6410718744341,10.57182718790207
190,2,first,16,18,1.8438844499078058,16,1.6390083999180496,,85.7155542952958,11.51652277118488
190,2,first,17,19,1.8826793499801748,12,1.189060642092742,,87.93212352233537,10.666675133490255
190,2,first,18,49,1.5972358041593324,30,0.9778994719342852,0.26560000000001766,84.69013297944481,13.535849717420863
190,2,first,19,17,1.9430792090524578,12,1.371585324037029,0.3163333333333185,87.82811863238948,10.642932984772456
190,2,first,20,12,2.4,10,2.0,0.117999999999995,84.0937680930136,13.735332574396732
190,2,first,21,25,1.9825535289452794,23,1.823949246629657,,85.82859856022466,11.543961032131394
190,2,first,22,22,1.8198362147406733,23,1.9025560426834311,0.12500000000000627,85.95585849528304,11.498526612265843
190,2,first,23,21,1.563197856185801,23,1.7120738424892106,0.1332499999999896,87.87344241295365,10.417799924321795
190,2,first,24,35,2.0189201661282863,23,1.326718966312874,0.14600000000001498,85.66463764016994,11.941785257628101
190,2,first,25,39,2.0463847203274215,28,1.469199286388918,0.1427500000000065,90.7186601982643,9.335804913017865
190,2,first,26,37,2.257060940645401,23,1.403037882022817,0.13900000000001,86.5824921283422,11.113343291785117
190,2,first,27,19,1.7275868339698142,15,1.363884342607748,0.1629999999999967,86.72318303356653,11.004167052279662
190,2,first,28,32,1.5970454658881041,20,0.9981534161800651,0.1989999999999933,86.54419977213946,11.827731507117333
190,2,first,29,29,2.0213285007318613,23,1.6031226040287174,,85.52114217297942,11.595092789011108
190,2,first,30,18,1.6372566854647947,13,1.182463161724574,0.12550000000001654,85.7361246404184,11.627052779580898
190,3,second,1,24,2.7115580160433894,19,2.14665009603435,0.11149999999999591,88.13487442417559,10.836262407454992
190,3,second,2,16,1.9516955354964607,25,3.04952427421322,0.17066666666666674,86.96961105374318,12.038306548417916
190,3,second,3,27,2.0834940967667253,17,1.311829616482753,0.12375000000000112,85.2265348207421,11.936520857245121
190,3,second,4,31,2.1973348454777426,16,1.1341083073433509,0.1413333333333355,82.34038253657977,14.250527131534982
190,3,second,5,14,1.802265705458297,14,1.802265705458297,0.1159999999999996,82.36648713589794,13.785330327962999
190,3,second,6,27,1.9008729935229502,21,1.4784567727400724,0.15333333333332647,84.10290750622558,12.226495341166169
190,3,second,7,10,1.761804087385482,12,2.1141649048625784,0.13299999999999912,83.91900017793216,13.21226680948065
190,3,second,8,15,2.064977973568287,14,1.9273127753304014,0.1439999999999912,85.12672932182525,11.985656565861195
190,3,second,9,13,2.3090586145648273,13,2.3090586145648273,0.1550000000000011,85.02111381502108,12.488150459738437
190,3,second,10,16,1.5901411250248463,22,2.1864440469091635,0.19900000000000276,87.93616845172978,11.14428599076917
190,3,second,11,11,2.0291459140380033,7,1.2912746725696385,0.11700000000001859,84.6216059128967,12.08567336233294
190,3,second,12,13,1.5446768060836509,18,2.138783269961978,,84.68412567671542,12.193209110753168
190,3,second,13,23,1.9559486350880149,19,1.615783655072708,0.13525000000001336,84.91901721431661,12.033738113665637
190,3,second,14,13,1.6655989750160138,12,1.537475976937859,0.1240000000000236,85.23365948387276,12.109640312748187
190,3,second,15,23,1.9567806704100794,20,1.701548409052243,0.1502000000000066,83.83128445312303,12.292238577467113
190,3,second,16,12,1.5028177833437724,14,1.7532874139010677,0.48850000000000193,84.52883714842991,12.135758280048966
190,3,second,17,17,1.7435897435897436,20,2.051282051282051,0.14700000000001026,85.77176379944882,11.730712273829788
190,3,second,18,18,1.6696039328448278,19,1.7623597068917627,0.12824999999998707,82.18321604178286,13.489655482644382
190,3,second,19,22,2.162799842705467,21,2.0644907589461274,0.12566666666666507,85.14669213642657,11.999740986848137
190,3,second,20,15,2.408864621808253,14,2.248273647021036,0.15949999999999948,84.19024464848312,13.113939539344093
190,3,second,21,16,1.4637270149117174,26,2.378556399231541,0.1609999999999871,86.36834935860375,11.912274697539942
190,3,second,22,13,1.835380488493584,11,1.553014259494571,0.35750000000004434,81.68728398954855,13.918425643684138
190,3,second,23,24,1.8162554866051157,30,2.2703193582563945,0.15400000000000144,84.04686510180665,14.297558449056442
190,3,second,24,28,2.4667430182362784,24,2.1143511584882386,0.2139999999999986,85.62331921547337,11.928212567995375
190,3,second,25,15,1.6505281690140805,14,1.540492957746475,0.12899999999999065,84.22737176922449,12.503029032997336
190,3,second,26,11,1.8041659832704584,14,2.2962112514351287,0.4624999999999914,84.98780430286003,11.967433096121908
190,3,second,27,15,2.1745433458973626,9,1.3047260075384177,0.1000000000000227,86.84545832090919,11.737623059118578
190,3,second,28,19,1.9666701169651175,16,1.656143256391678,0.1385000000000005,84.54962823886366,12.672842376212035
190,3,second,29,12,1.8607536052101066,13,2.015816405644282,0.1260000000000142,82.55549192631261,13.469040793191235
190,3,second,30,10,1.552795031055901,11,1.7080745341614914,0.1165000000000304,81.87019528580069,13.891142655651237
191,2,second,1,7,1.8411362440820587,8,2.1041557075223527,0.15599999999999645,93.75326248312051,7.666963285615261
191,2,second,2,19,2.7185577335813402,16,2.2893117756474446,0.3230000000000004,93.54112465662179,7.825749672267386
191,2,second,3,7,1.5572858731924344,8,1.7797552836484964,0.13349999999999435,93.12818943071757,8.477046784983713
191,2,second,4,5,1.7661603673613633,6,2.119392440833636,,93.89592644182017,8.707958643000467
191,2,second,5,10,2.025931928687205,11,2.228525121555925,0.13850000000000762,95.20691813128595,7.8759975050408055
191,2,second,6,8,2.469135802469129,11,3.3950617283950524,,93.27003253903806,8.205496546464778
191,2,second,7,9,2.3376623376623415,10,2.597402597402602,,93.54827744826767,8.30184857250359
191,2,second,8,10,2.1748586341887783,11,2.392344497607656,0.1660000000000039,92.97163551986961,8.532474079403299
191,2,second,9,12,2.592912705272264,8,1.7286084701815092,0.1110000000000042,93.35330028733524,8.573061940564132
191,2,second,10,4,1.361007145287516,8,2.722014290575032,,95.76641800543867,8.114271788363563
191,2,second,11,7,2.5307302964569858,9,3.253796095444696,,93.4919147942386,7.8735169996781815
191,2,second,12,5,1.382743362831853,9,2.4889380530973355,0.1310000000000002,95.2610702282987,8.022019477150668
191,2,second,13,5,2.398081534772173,6,2.877697841726608,0.23350000000000642,94.15673578029903,8.930009657214576
191,2,second,14,4,2.1164021164021154,6,3.174603174603173,,92.99296951436847,8.528392543740923
191,2,second,15,4,1.4164305949008509,9,3.1869688385269144,,93.41704993143932,7.82126737164423
191,2,second,16,9,2.228826151560176,12,2.9717682020802347,0.1329999999999955,93.86423438091504,8.018592194737792
191,2,second,17,16,3.0205776854823503,17,3.2093637908249972,0.21433333333334295,93.23340842481015,8.40900690307231
191,2,second,18,12,2.419354838709687,11,2.21774193548388,,94.77831854418481,7.740711297322642
191,2,second,19,9,2.1042787000233734,9,2.1042787000233734,0.23850000000000188,93.79094266563769,8.476436014467073
191,2,second,20,5,2.6385224274406185,5,2.6385224274406185,,94.63440440743146,8.026919708007338
191,2,second,21,7,1.7131669114047916,14,3.426333822809583,,93.80917801117162,8.35424072416061
191,2,second,22,8,2.779708130646282,10,3.4746351633078527,0.12800000000000006,93.10519412533546,8.554396713228984
191,2,second,23,10,2.270147559591373,6,1.3620885357548238,0.1569999999999964,93.09288186368374,9.080490781813175
191,2,second,24,15,2.6427061310782296,17,2.995066948555327,,93.17214294083257,8.740923681947244
191,2,second,25,5,1.6655562958027932,7,2.3317788141239104,,94.06641238673909,8.958539393281695
191,2,second,26,7,2.121855107608362,11,3.334343740527426,,92.85048676085421,9.79186900986578
191,2,second,27,8,2.528445006321122,7,2.2123893805309818,0.13400000000000029,93.17168347095352,8.287338466592185
191,2,second,28,4,2.192982456140336,6,3.289473684210504,0.11650000000000199,94.93283878139387,7.9439743283382995
