ID,cond,time,rel_time,dimension,stimulus,onset,controllerleftclick,controllerrightclick,stimulus_ue,2d_x_pixel,2d_y_pixel,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide,left.pupil_diameter_clean,right.pupil_diameter_clean,combined.pupil_diameter_clean,combined.pupil_diameter_corr,time_diff,hitobject,head_x,head_y,head_z,gaze_angle_velo,head_angle_velo,head_loc_velo,2d_x,2d_y,2Dside
168,first,0.3319999999999936,-2.765000000000001,2,16.0,0.0,0,5,Pause,446.747162,433.979034,17.843252,-4.525459,119.152809,0.268091,-0.502702,2.444706,66.913498,84.63929,-2.732223,115.618591,A_StateManager_2.ScreenWidget,-0.039276,0.052032,0.997864,18.743073,3.076508,-35.240341,0.941476,-0.064575,0.043335,0.996964,34.334824,3.401993,-35.369583,2.775299,0.414909,0.520053,0.738034,0.036636,0.077911,0.996277,-27.95726,2.101608,-34.853241,2.639481,0.438892,0.541196,0.0,0.0,2.775299,2.639481,2.70739,0.0535125,0.032999999999986984,ScreenWidget,0.9990513972252153,0.042653581589903546,0.00877369248937918,192.50183703904688,1.1199367102310047,0.3648559007100075,-2.732223,115.618591,left
168,first,0.3649999999999949,-2.732,2,16.0,0.0,0,5,Pause,450.457489,432.991577,17.832699,-4.5277,119.171021,0.259376,-0.422837,2.448688,67.0998,84.63929,0.970802,122.176041,A_StateManager_2.ScreenWidget,-0.050781,0.210327,0.976303,14.17688,3.640366,-35.362503,1.0,-0.084869,0.204819,0.975098,34.113846,3.971237,-35.276428,2.800568,0.426553,0.47342,1.0,0.0215,0.22113,0.974991,-28.004211,2.940338,-35.544601,2.617554,0.442679,0.496925,0.18405,0.18405,2.800568,2.617554,2.709061,0.0551835,0.033000000000001306,ScreenWidget,0.9990596784087705,0.04272349557593667,0.007379830861007433,278.5753779196007,2.4231576195803455,0.6414406664360696,0.970802,122.176041,right
168,first,0.3979999999999961,-2.698999999999998,2,16.0,0.0,0,5,Pause,503.357849,526.669434,17.821047,-4.52404,119.190979,0.278024,-0.344399,2.444081,68.570557,84.63929,1.879483,133.199509,A_StateManager_2.ScreenWidget,-0.074234,0.207291,0.975449,22.840225,3.697739,-35.303741,1.0,-0.094162,0.204941,0.974228,34.216843,3.880875,-35.246796,2.774704,0.424456,0.476252,1.0,0.015274,0.216766,0.976089,-28.086777,2.877975,-35.558594,2.61499,0.446564,0.499901,0.215429,0.215429,2.774704,2.61499,2.694847,0.0409695000000001,0.033000000000001195,ScreenWidget,0.9990722680613857,0.04264355460327628,0.006010860294148094,42.362644170219006,2.3810052083437183,0.7090432954747962,1.879483,133.199509,right
168,first,0.4309999999999974,-2.665999999999997,2,16.0,0.0,0,5,Pause,516.338989,684.147522,17.803186,-4.523015,119.191238,0.306947,-0.356912,2.439737,68.718773,84.63929,3.497023,133.007355,A_StateManager_2.ScreenWidget,0.004364,0.212311,0.977188,-21.798065,2.956757,-35.513901,1.0,-0.096527,0.206299,0.973709,34.248947,3.855835,-35.251022,2.710236,0.423818,0.476762,1.0,0.015762,0.21286,0.976944,-28.129471,2.855194,-35.543594,2.53392,0.447944,0.500931,0.286234,0.286234,2.710236,2.53392,2.622078,-0.0317994999999999,0.033000000000001306,ScreenWidget,0.9990741629348068,0.0425677508198285,0.006229249253014269,137.11559707390774,0.4013805368580838,0.5421897470102689,3.497023,133.007355,right
168,first,0.4650000000000034,-2.631999999999991,2,16.0,0.0,0,5,Pause,539.446716,681.402283,17.785608,-4.521525,119.192314,0.276934,-0.332671,2.460819,68.378845,84.63929,-1.884801,133.309631,A_StateManager_2.ScreenWidget,-0.03949,0.207428,0.977448,2.041367,3.353867,-35.386047,1.0,-0.099747,0.198441,0.975021,34.276001,3.869522,-35.228607,2.806534,0.423203,0.477625,1.0,0.01709,0.215149,0.976425,-28.163589,2.870697,-35.533585,2.623718,0.449031,0.500188,0.241665,0.241665,2.806534,2.623718,2.715126,0.0612485,0.034000000000006025,ScreenWidget,0.9990609761436543,0.04293546689657306,0.005806171652822789,74.71189292542083,0.9448735763986682,0.5198182740748869,-1.884801,133.309631,left
168,first,0.4980000000000046,-2.598999999999989,2,16.0,0.0,0,5,Pause,462.563538,685.720703,17.775368,-4.516268,119.190575,0.304135,-0.344726,2.502682,68.509377,84.63929,1.17908,132.986038,A_StateManager_2.ScreenWidget,-0.03775,0.203522,0.978333,1.805618,3.361526,-35.386688,1.0,-0.095779,0.195251,0.976059,34.28978,3.880539,-35.22995,2.763672,0.422139,0.477598,1.0,0.0159,0.210541,0.977448,-28.172272,2.882553,-35.531326,2.576813,0.449484,0.500297,0.256748,0.256748,2.763672,2.576813,2.6702425,0.0163649999999999,0.033000000000001195,ScreenWidget,0.9990280962338972,0.04366536215107535,0.00601656741760095,11.892135460260816,1.3201039785668935,0.35276393905017295,1.17908,132.986038,right
168,first,0.5310000000000059,-2.5659999999999883,2,16.0,0.0,0,5,Pause,506.333252,681.097961,17.765301,-4.516399,119.18557,0.289906,-0.359473,2.549232,68.454842,84.63929,1.110959,132.68631,A_StateManager_2.ScreenWidget,-0.034744,0.204742,0.978195,1.213089,3.352905,-35.388031,1.0,-0.093216,0.198196,0.975708,34.296143,3.878998,-35.228226,2.764252,0.421492,0.477153,1.0,0.017288,0.209961,0.977539,-28.182388,2.885452,-35.530014,2.548615,0.449607,0.500188,0.272836,0.272836,2.764252,2.548615,2.6564335,0.0025559999999997,0.033000000000001306,ScreenWidget,0.9989907104397985,0.04447693844332417,0.006273946261693667,10.550771275899441,1.4796739359722983,0.34070589904171805,1.110959,132.68631,right
168,first,0.5649999999999977,-2.5319999999999965,2,16.0,0.0,0,5,Pause,505.360077,676.816101,17.772928,-4.521656,119.188377,0.239057,-0.396124,2.526528,68.435516,84.63929,0.871965,132.724228,A_StateManager_2.ScreenWidget,-0.054199,0.227676,0.972214,2.41272,3.495728,-35.427017,1.0,-0.105255,0.212265,0.971512,34.179703,3.997253,-35.261551,2.683609,0.427809,0.470901,1.0,-0.004745,0.241928,0.970276,-28.257477,3.01152,-35.586777,2.450317,0.455568,0.491313,0.274114,0.274114,2.683609,2.450317,2.5669630000000003,-0.0869144999999997,0.033999999999991815,ScreenWidget,0.999004042606476,0.044080889415211585,0.0069136129687888724,52.60517639679754,1.2680342626267533,0.284681615093726,0.871965,132.724228,right
168,first,0.597999999999999,-2.4989999999999952,2,16.0,0.0,0,5,Pause,501.945862,677.357788,17.778662,-4.525793,119.188187,0.265515,-0.403329,2.518095,68.89962,84.63929,2.233215,134.391174,A_StateManager_2.ScreenWidget,-0.06041,0.235855,0.969894,3.109665,3.536163,-35.438248,1.0,-0.111847,0.221573,0.968704,34.15123,4.034317,-35.280365,2.821579,0.429643,0.468749,1.0,-0.008194,0.249634,0.968292,-28.300583,3.032074,-35.597992,2.427002,0.457608,0.489497,0.299463,0.299463,2.821579,2.427002,2.6242905,-0.0295870000000002,0.03300000000000125,ScreenWidget,0.9990096433175318,0.043933813366979435,0.007039360881038915,22.341685137526234,0.33610972096122926,0.21433825168193799,2.233215,134.391174,right
168,first,0.632000000000005,-2.464999999999989,2,16.0,0.0,0,5,Pause,521.392334,701.171326,17.778101,-4.523671,119.184982,0.292399,-0.405256,2.542741,69.084122,84.63929,2.711496,134.991623,A_StateManager_2.ScreenWidget,-0.057037,0.233505,0.970673,1.836395,3.51004,-35.43895,1.0,-0.108383,0.218658,0.969757,34.158356,4.029831,-35.275391,2.73822,0.428982,0.469057,1.0,-0.009003,0.24675,0.969025,-28.31395,3.025192,-35.591522,2.43306,0.458213,0.490121,0.306302,0.306302,2.73822,2.43306,2.58564,-0.0682375000000004,0.034000000000006025,ScreenWidget,0.9989904155115561,0.04436352660237379,0.007072992538438108,13.302077927923337,0.7270766706627209,0.11425109692581818,2.711496,134.991623,right
168,first,0.6650000000000063,-2.431999999999988,2,16.0,0.0,0,5,Pause,528.224915,709.749146,17.773438,-4.509819,119.178833,0.311555,-0.489909,2.55644,69.001572,84.63929,2.502202,134.703217,A_StateManager_2.ScreenWidget,-0.05574,0.233917,0.970642,1.399017,3.503479,-35.440048,1.0,-0.109482,0.21991,0.969345,34.164429,4.028961,-35.273117,2.736526,0.428954,0.468855,1.0,-0.006851,0.246002,0.969238,-28.315887,3.026932,-35.591431,2.433228,0.457951,0.490173,0.304035,0.304035,2.736526,2.433228,2.584877,-0.0690005,0.03300000000000125,ScreenWidget,0.9989682498587662,0.04460186180674229,0.008550420895277577,12.025626718296945,2.598611892557772,0.4805029447255061,2.502202,134.703217,right
168,first,0.6979999999999933,-2.399000000000001,2,16.0,0.0,0,5,Pause,525.234985,705.629089,17.778051,-4.498637,119.167076,0.300119,-0.528356,2.601748,68.989426,84.63929,2.477684,134.673431,A_StateManager_2.ScreenWidget,-0.055405,0.233887,0.970673,1.356537,3.505188,-35.438583,1.0,-0.109787,0.219955,0.969299,34.1745,4.031464,-35.271118,2.737198,0.428645,0.468749,1.0,-0.006088,0.245865,0.969284,-28.317825,3.029312,-35.590012,2.42392,0.457896,0.490063,0.290225,0.290225,2.737198,2.42392,2.580559,-0.0733185,0.03299999999998704,ScreenWidget,0.9989267109963382,0.045391535008464504,0.009221421127678106,12.422997679904455,1.8006285259363937,0.511164555636208,2.477684,134.673431,right
168,first,0.7319999999999993,-2.364999999999995,2,16.0,0.0,0,5,Pause,524.884766,705.203552,17.779408,-4.485309,119.171906,0.326104,-0.519026,2.655713,68.994171,84.63929,2.532816,134.686325,A_StateManager_2.ScreenWidget,-0.055466,0.232452,0.971008,1.067566,3.512604,-35.435059,1.0,-0.111298,0.218781,0.969391,34.184158,4.044235,-35.265152,2.733215,0.428563,0.468418,1.0,-0.005768,0.243942,0.969757,-28.318344,3.040848,-35.585815,2.415039,0.457859,0.489876,0.290635,0.290635,2.733215,2.415039,2.574127,-0.0797505000000002,0.034000000000006025,ScreenWidget,0.9988850018890945,0.04633243973283464,0.009058588710557989,12.645984046662905,1.6106873897203664,0.41885278834519934,2.532816,134.686325,right
168,first,0.7650000000000006,-2.3319999999999936,2,16.0,0.0,0,5,Pause,525.672363,705.387756,17.785564,-4.468429,119.154678,0.352629,-0.564884,2.699914,68.957909,84.63929,2.603745,134.509109,A_StateManager_2.ScreenWidget,-0.099228,0.206207,0.97345,1.676331,3.41597,-35.435959,0.899402,-0.147919,0.196411,0.969299,33.930847,3.971237,-35.290344,2.712753,0.44361,0.475018,0.306691,-0.053375,0.214935,0.975159,-28.555878,2.895523,-35.572449,2.456787,0.473645,0.499352,0.0,0.0,,,,,0.03300000000000125,NaN,0.998841399224241,0.047102662073624665,0.009858925972842781,,1.9300222585196356,0.75431706413255,2.603745,134.509109,right
168,first,0.7980000000000018,-2.2989999999999924,2,16.0,0.0,0,5,Pause,526.685608,702.85614,17.785883,-4.442632,119.131943,0.337397,-0.665882,2.794476,68.944656,84.639282,5.750491,132.551636,A_StateManager_2.ScreenWidget,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,34.127563,2.75943,-35.06102,,0.464042,0.58241,0.0,0.0,0.0,0.0,-29.756363,1.189651,-35.65065,,0.550794,0.610087,0.0,0.0,,,,,0.03300000000000125,NaN,0.9987433899649829,0.04875018022768739,0.011621571710485371,,4.192513119029381,1.0420309313506397,5.750491,132.551636,right
168,first,0.8319999999999936,-2.265000000000001,2,16.0,0.0,0,5,Pause,571.63916,674.892212,17.780697,-4.396749,119.109215,0.349616,-0.812308,2.963691,169.950821,-108.432587,109.391144,116.699814,Lockers_02_A_SM_8.StaticMeshComponent0 Lockers_02_A_SM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,33.662079,1.714203,-35.328094,,-1.0,-1.0,0.0,0.0,0.0,0.0,-29.756363,1.189651,-35.65065,,-1.0,-1.0,0.0,0.0,,,,,0.033999999999991815,NaN,0.9985621362026478,0.05169790658166745,0.014176974200365546,,6.581240358434084,1.5136936277827282,109.391144,116.699814,left
168,first,0.8649999999999949,-2.232,2,16.0,0.0,0,5,Pause,571.63916,674.892212,17.774578,-4.374552,119.06601,0.377081,-0.98729,3.150447,170.54332,-109.244133,109.391144,116.127441,Lockers_02_A_SM_8.StaticMeshComponent0 Lockers_02_A_SM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,33.662079,1.714203,-35.328094,,0.593156,0.652161,0.0,0.0,0.0,0.0,-28.736191,1.152496,-35.309128,,0.443289,0.654564,0.0,0.0,,,,,0.03300000000000125,NaN,0.9983404351351594,0.05494981079731605,0.017230608447753853,,7.754726958429156,1.48355571273901,109.391144,116.127441,left
168,first,0.8979999999999961,-2.198999999999998,2,16.0,0.0,0,5,Pause,571.63916,674.892212,17.774439,-4.342389,119.021179,0.376333,-1.190878,3.325521,171.091095,-109.991768,109.391144,115.465347,Lockers_02_A_SM_8.StaticMeshComponent0 Lockers_02_A_SM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,32.935791,2.199417,-35.286728,,0.48392,0.641074,0.0,0.0,0.0,0.0,-28.677612,1.021088,-35.384811,,0.489439,0.652414,0.0,0.0,,,,,0.03300000000000125,NaN,0.9981004458363061,0.0579961785261694,0.020783245601393906,,8.136116685896122,1.6719740429156336,109.391144,115.465347,left
168,first,0.9309999999999974,-2.165999999999997,2,16.0,0.0,0,5,Pause,571.63916,674.892212,17.785273,-4.302824,119.000816,0.341345,-1.315009,3.505368,171.645782,-110.746597,109.391151,115.061668,Lockers_02_A_SM_8.StaticMeshComponent0 Lockers_02_A_SM,-0.118256,-0.306656,0.944443,-27.948654,1.004974,-35.388397,0.138204,-0.245346,-0.311996,0.917847,33.231995,2.213165,-35.283829,2.668854,0.483578,0.62356,0.1,-0.116714,-0.306564,0.944656,-28.683685,0.990463,-35.389664,2.319626,0.488259,0.647343,0.0,0.0,,,,,0.03300000000000125,NaN,0.9978661991171596,0.06112595092678122,0.022949221833649506,,6.620915374872011,1.3878048643803376,109.391151,115.061668,left
168,first,0.9650000000000034,-2.131999999999991,2,16.0,0.0,0,5,Pause,571.63916,674.892212,17.796501,-4.281557,118.99897,0.310582,-1.337228,3.590891,72.071465,84.639282,8.635921,95.345688,A_StateManager_2.ScreenWidget,-0.145142,-0.28746,0.946716,-12.790161,1.300064,-35.363297,0.29999,-0.22998,-0.307007,0.923492,33.282486,2.199478,-35.289902,2.678452,0.479181,0.622993,0.1,-0.115616,-0.280182,0.952942,-28.678604,0.989899,-35.388611,2.575455,0.487955,0.643114,0.0,0.0,2.678452,2.575455,2.6269535,-0.0269240000000001,0.034000000000006025,ScreenWidget,0.9977648902397898,0.06261479307413235,0.023336912672082183,,2.5982343464486806,0.7094035880173182,8.635921,95.345688,right
168,first,0.9980000000000048,-2.098999999999989,2,16.0,0.0,0,5,Pause,612.859558,143.378662,17.803621,-4.265857,119.005112,0.349488,-1.363265,3.601512,71.997803,84.639282,10.554979,96.711143,A_StateManager_2.ScreenWidget,-0.172165,-0.284302,0.94313,-0.633545,1.476151,-35.356232,0.38383,-0.242432,-0.283371,0.927841,33.33757,2.137344,-35.307297,2.781708,0.479011,0.621469,0.1,-0.113449,-0.283966,0.952087,-28.690628,0.930054,-35.396637,2.526047,0.488046,0.645936,0.0,0.0,2.781708,2.526047,2.6538775,0.0,0.03300000000000136,ScreenWidget,0.9977425790010952,0.06279907643299679,0.02379121786303131,49.7146830058751,0.8520856326033419,0.5545608244268142,10.554979,96.711143,right
168,first,1.031000000000006,-2.0659999999999883,2,16.0,0.0,0,5,Pause,640.274719,162.885178,17.807287,-4.254067,119.010628,0.37021,-1.396002,3.634197,72.426201,84.639282,12.61116,96.77095,A_StateManager_2.ScreenWidget,-0.1716,-0.286407,0.942612,0.567184,1.473038,-35.362091,0.480461,-0.239044,-0.282455,0.929016,33.355072,2.094208,-35.318253,2.783493,0.4778,0.622928,0.1,-0.110703,-0.288773,0.950958,-28.699829,0.918564,-35.401215,2.643143,0.488,0.647316,0.0,0.0,2.783493,2.643143,2.713318,0.0594405,0.03300000000000114,ScreenWidget,0.9976928631708326,0.06336736729269923,0.024362420659259518,12.214915883637236,1.40162606329216,0.40978606705567344,12.61116,96.77095,right
168,first,1.0649999999999975,-2.0319999999999965,2,16.0,0.0,0,5,Pause,669.648743,163.739563,17.802998,-4.248512,119.015923,0.362516,-1.388653,3.599084,72.458519,84.639282,12.540827,96.626953,A_StateManager_2.ScreenWidget,-0.172195,-0.285919,0.942642,0.41832,1.47644,-35.361572,0.510511,-0.241577,-0.282364,0.928375,33.362411,2.1129,-35.319366,2.808701,0.477896,0.622317,0.1,-0.110138,-0.287857,0.951309,-28.708084,0.913727,-35.39888,2.643219,0.488208,0.647316,0.0,0.0,2.808701,2.643219,2.72596,0.0720825,0.03399999999999159,ScreenWidget,0.9977346201705419,0.06275612751462412,0.02423419428231138,9.67296620943057,1.0548137472372756,0.25857369459479457,12.540827,96.626953,right
168,first,1.097999999999999,-1.9989999999999952,2,16.0,0.0,0,5,Pause,668.643921,161.682449,17.795923,-4.245329,119.016602,0.394646,-1.371037,3.538486,72.438721,84.639282,12.508701,96.686432,A_StateManager_2.ScreenWidget,-0.170181,-0.286819,0.942734,0.564728,1.476868,-35.361359,0.535552,-0.23642,-0.284622,0.929016,33.366104,2.109818,-35.319427,2.805115,0.476915,0.622762,0.1,-0.110413,-0.287659,0.95134,-28.71138,0.911942,-35.398788,2.650055,0.488372,0.647347,0.0,0.0,2.805115,2.650055,2.727585,0.0737074999999998,0.03300000000000147,ScreenWidget,0.9978078247944568,0.061701310886589866,0.023926826238172758,12.996961839021495,1.9118094336555918,0.23599068284048344,12.508701,96.686432,right
