ID,dimension,condition,stimulus,Number of Fixations,Mean fixation rate,Number of Saccades,Mean saccade rate,Mean fixation duration during head movement,Mean distance to figure,Mean angle around figure,Mean horizontal head movement
100,2,first,19,11,2.1421616358325255,4,0.7789678675754639,,103.45516086482806,1.664774726013394,1.9842951019417474
100,2,first,20,5,1.7006802721088448,3,1.0204081632653068,0.14650000000000316,103.18226914749394,1.9337370215500103,2.403847614754098
100,2,first,21,9,1.8891687657430805,10,2.0990764063812004,,104.67980738661247,1.434204978388338,2.3393340879629627
100,2,first,22,7,1.732673267326736,8,1.9801980198019842,0.1110000000000042,104.2843914409953,1.2113282005843828,1.5169924197530864
100,2,first,23,17,2.1510818676451926,9,1.1388080475768667,0.1999999999999886,104.11490410607009,1.6137834956390629,2.427294144654088
100,2,first,24,6,2.0026702269693053,4,1.3351134846462034,0.1659999999999968,103.64247955704157,1.572508928573553,1.9350449340659337
100,2,first,25,9,1.686656671664164,7,1.3118440779610163,0.1079999999999756,103.40956058989086,1.7430053317524383,2.148139639130435
100,2,first,26,17,1.9484240687679095,12,1.3753581661891126,0.23874999999999247,104.26802115280425,1.5408990046187727,2.3647479451697127
100,2,first,27,5,2.9086678301337607,3,1.7452006980802564,,104.39985166093172,1.3875747992136496,2.118992931506849
100,2,first,28,17,2.1645021645021685,6,0.7639419404125302,,103.02141345886375,2.0871234498443765,2.6318529833333333
100,2,first,29,6,1.7947950942267406,3,0.8973975471133703,0.7660000000000071,105.45216803475095,1.4148042422091691,2.5655899719626167
100,2,first,30,6,2.598527501082723,4,1.732351667388482,,104.41490847428024,1.272489082379846,1.873212336842105
100,3,second,1,9,2.7190332326284086,7,2.114803625377651,0.12200000000001049,103.78598540452481,1.4652120737983256,1.7770217333333336
100,3,second,2,9,3.0938466827088282,9,3.0938466827088282,0.20749999999999955,103.91897362687449,1.4913875547446056,1.9897924090909092
100,3,second,3,8,2.798181182231541,4,1.3990905911157705,0.11050000000000179,104.80545817308736,0.8894457651215476,1.252042476923077
100,3,second,4,8,2.860207365033968,6,2.145155523775476,0.13474999999998258,104.36515626777609,0.9902997526945724,1.0211051596638654
100,3,second,5,7,3.501750875437727,3,1.5007503751875975,0.14199999999999874,103.81248142148665,1.2877001707532298,1.2761126373626372
100,3,second,6,7,2.24,6,1.92,0.1660000000000394,100.27718223350541,8.85519341985451,14.564630423076924
100,3,second,7,12,3.087213789554926,9,2.3154103421661945,0.14066666666666797,103.88905758568313,1.3608878597192418,1.6126569147727272
100,3,second,8,4,1.3201320132013197,7,2.3102310231023093,0.1550000000000011,103.77252225887241,3.968767381486041,6.870569779411765
100,3,second,9,7,2.4398745207389334,4,1.394214011850819,0.3964999999999961,103.5065541289091,1.4692268337416783,1.4866972846153845
100,3,second,10,6,2.0161290322580605,5,1.680107526881717,0.2000000000000028,103.79000422735072,1.7546538644368188,2.498527093220339
100,3,second,11,4,1.74825174825174,7,3.059440559440545,0.1555000000000035,102.86183152998214,1.8776605480703874,1.6932240769230769
100,3,second,12,5,2.7964205816555086,3,1.677852348993305,0.12150000000002589,104.38764783749173,0.9073155944281783,0.8555211142857143
100,3,second,13,3,2.196193265007298,4,2.9282576866763974,0.2450000000000045,104.21315082448184,1.0379112184442951,1.0769501355932203
100,3,second,14,6,2.4927295388450244,7,2.9081844619858614,0.1594999999999942,104.45064950789688,1.1571858556276768,1.6075648061224488
100,3,second,15,11,2.646775745909543,11,2.646775745909543,0.31800000000002154,104.9819393313724,0.9972931166903428,1.549019021276596
100,3,second,16,16,2.0814361909717713,10,1.300897619357357,0.11520000000000433,102.11490795955545,2.3455950317600114,2.134297063400576
100,3,second,17,6,1.4364376346660308,11,2.633468996887723,0.1667500000000039,99.5986717571091,9.645580224663622,15.561323968253973
100,3,second,18,8,2.1828103683492546,7,1.9099590723055977,0.1779999999999972,104.26797473607925,1.368575632099845,1.9410875542168673
100,3,second,19,7,1.5716210148181382,7,1.5716210148181382,,102.47970059364204,2.1918176103479436,2.2540030158730158
100,3,second,20,5,3.084515731030224,4,2.4676125848241792,0.17033333333333187,103.7633692990315,1.253466583213001,1.089760189189189
100,3,second,21,9,1.2,10,1.3333333333333333,0.13624999999999682,102.72822599145586,9.43432704276472,16.413342170347
100,3,second,22,11,2.8004073319755625,6,1.5274949083503067,0.17799999999999724,104.47428430638601,1.1910558326438747,1.658496523809524
100,3,second,23,11,2.1568627450980387,9,1.7647058823529407,0.1219999999999981,103.83987941642893,6.348020624006377,11.005771785388127
100,3,second,24,7,1.422475106685631,8,1.6256858362121496,,103.63349346096255,1.5257688565687615,1.7903688106796116
100,3,second,25,11,3.538115149565799,5,1.608234158893545,0.1629999999999967,104.3427560626961,1.1595425011238107,1.5370371600000001
100,3,second,26,8,1.7319766183156529,11,2.3814678501840225,0.14400000000000185,99.61798341455156,6.5909795668708195,9.561665331683168
100,3,second,27,4,2.6455026455026447,4,2.6455026455026447,0.1780000000000043,103.434336499056,1.6754538493969406,1.972718072463768
100,3,second,28,5,1.9327406262079598,5,1.9327406262079598,0.1110000000000042,102.11769000052695,2.370078730609061,2.328694254716981
100,3,second,29,10,2.064835845550271,7,1.4453850918851898,0.20100000000000404,103.21156867854323,3.8673974979177608,6.173354604166666
100,3,second,30,3,1.3767783386874701,6,2.7535566773749403,,104.13628303294234,1.3876465856216569,1.8207035454545455
102,2,first,1,8,2.1875854525567346,9,2.4610336341263266,,90.65198714366818,7.972331997653188,1.5115428132530122
102,2,first,2,16,2.7224774544835824,13,2.2120129317679105,0.1110000000000042,91.07905695071132,7.803697896128612,2.226976770750988
102,2,first,3,10,2.9429075927015926,10,2.9429075927015926,0.1350000000000193,91.08842947057379,7.811877419566315,2.4023212483660132
102,2,first,4,8,2.415458937198059,5,1.509661835748787,0.2330000000000041,89.01458514044604,8.858916278812828,2.53981825
102,2,first,5,7,2.4484085344526227,6,2.0986358866736765,,88.64941533226393,9.049838175381362,2.476723428571429
102,2,first,6,26,2.8153762858689726,20,2.165674066053056,0.1350000000000051,91.3018542280932,7.736959753007522,2.7295892987341768
102,2,first,7,21,3.0,16,2.2857142857142856,0.13974999999999932,91.19752658007714,7.767139657435922,2.3416961437908492
102,2,first,8,40,2.314814814814815,23,1.3310185185185184,0.7330000000000041,91.60534476977392,7.49035949643283,1.88935202182285
102,2,first,9,12,2.736602052451545,10,2.2805017103762877,0.1750000000000113,90.35618771321595,8.189489450494587,1.997149415662651
102,2,first,10,8,2.762430939226505,6,2.0718232044198786,0.1330000000000097,88.6372287906283,9.035369495489245,2.268380303030303
102,2,first,11,13,2.9312288613303252,11,2.4802705749718137,0.19199999999999776,90.91719624434698,7.848540155630314,1.7714922648648652
102,2,first,12,10,3.0229746070133077,6,1.8137847642079847,,88.7908933155298,8.979203872157466,2.516126623931624
102,2,first,13,15,2.6431718061673957,10,1.7621145374449303,,88.8301344100393,8.936762638502445,2.3182971772151904
102,2,first,14,9,2.7380590203833233,6,1.8253726802555488,,91.18683303315737,7.7623009876322255,2.4126576971830986
102,2,first,15,15,2.2512381809995508,11,1.6509079993996707,0.1550000000000011,91.13845250560462,7.766075772884177,2.172686746987952
102,2,first,16,22,2.1857923497267766,27,2.6825633383010437,0.1183333333333348,89.95154679355082,8.407889866330692,2.2685798171557563
102,2,first,17,23,2.9808190772420913,14,1.8144116122343164,0.1129999999999995,90.75183436651592,8.028977648456955,2.6063784417177915
102,2,first,18,9,2.8230865746549667,8,2.5094102885821923,0.1345000000000027,88.77874916933419,8.998045105352812,2.641888318181818
102,2,first,19,15,2.742731760833765,11,2.0113366246114275,,89.45986037776672,8.632816428882354,2.651359396551724
102,2,first,20,7,2.5279884434813966,7,2.5279884434813966,,88.68277544298837,9.04516254676395,2.6046252547169813
102,2,first,21,27,2.868678283042922,21,2.231194220144495,0.23516666666666922,91.21329622271254,7.811558902414955,2.963371286069652
102,2,first,22,22,2.7147087857848025,18,2.2211253701875657,0.1560000000000059,91.20863137707572,7.738338159896891,2.317296257062147
102,2,first,23,14,2.8530670470756,13,2.649276543713057,0.1405000000000029,91.41638700038082,7.665097314242373,2.4943711875
102,2,first,24,20,2.8141269171239625,14,1.9698888419867737,0.2139999999999702,91.5612685360048,7.602366181261462,2.6140309191919195
102,2,first,25,9,2.989040185984699,6,1.9926934573231325,0.1329999999999813,88.93624507980837,8.8891479186302,2.4201842258064516
102,2,first,26,23,2.736792003807712,17,2.022846263683961,0.11149999999999236,91.53973436490848,7.594099921429955,2.4346851420765026
102,2,first,27,7,3.044802087864318,6,2.609830361026558,0.14800000000000083,91.23587167801134,7.756943183450518,2.599374276190476
102,2,first,28,20,2.7720027720027596,13,1.8018018018017938,0.13120000000000115,88.81482558089584,8.976897688841305,2.622576829787234
102,2,first,29,14,3.0891438658428974,11,2.4271844660194195,,90.08032802082519,8.265865017959346,1.2165961340206186
102,2,first,30,9,2.7297543221110123,8,2.4264482863209,0.1409999999999911,91.11685158288492,7.803691410313937,2.454368033333333
102,3,second,1,10,2.778549597110305,8,2.222839677688244,,87.08454846860904,10.09450442824411,3.039700533742331
102,3,second,2,5,2.9994001199760274,5,2.9994001199760274,0.1340000000000003,85.77692112189274,10.76311551475053,2.841676434210526
102,3,second,3,7,3.4825870646766326,5,2.4875621890547377,0.7760000000000105,86.44191793171753,10.483676593136108,3.2944199375
102,3,second,4,7,3.6213140196585756,4,2.0693222969477576,0.11099999999999,86.84167349352525,10.293347120788395,3.463384511363636
102,3,second,5,6,3.4110289937464744,4,2.2740193291643163,,85.83617623519355,10.684951404620108,2.0168289565217394
102,3,second,6,11,2.7672955974842814,9,2.2641509433962304,,86.12529553085051,10.709304071542514,3.7862370891719745
102,3,second,7,12,1.9788918205804749,12,1.9788918205804749,0.1219999999999981,86.02340934043922,10.615509863344778,2.449643427480916
102,3,second,8,14,3.0244113199395177,11,2.3763231799524784,,85.86052049245372,10.642006309403106,1.4127106165803112
102,3,second,9,12,2.9361389772449207,7,1.7127477367262036,,86.71436091262073,10.227210687218717,2.390892908108108
102,3,second,10,8,3.3984706881903155,7,2.973661852166526,,85.95825480259624,10.686197114126704,3.06500423364486
102,3,second,11,7,3.4263338228096067,5,2.447381302006862,,86.65811512254957,10.37352735795511,3.480736354838709
102,3,second,12,4,1.9464720194647138,6,2.9197080291970705,,86.74337912515443,10.347070493020746,3.477250451219513
102,3,second,13,5,3.3852403520649874,4,2.7081922816519897,,86.76248839859873,10.32486366899935,3.3750871250000003
102,3,second,14,8,2.7201632097925854,9,3.0601836110166585,0.41900000000001114,86.90711717705948,11.111804159784041,6.499080688524589
102,3,second,15,6,2.7088036117381447,5,2.2573363431151208,,85.87179095035667,10.75661518696756,3.063522041666667
102,3,second,16,9,3.141361256544508,8,2.7923211169284516,0.12899999999999776,86.4271583285425,10.49076732136099,3.4431478923076924
102,3,second,17,10,3.0211480362537744,8,2.4169184290030197,,85.40600014105463,10.858383995355345,0.7069748904109588
102,3,second,18,4,3.1746031746031975,3,2.3809523809523983,,85.92212752230424,10.737276539534873,3.1396694565217396
102,3,second,19,6,2.381897578404137,5,1.9849146486701141,0.1099999999999994,86.28521728772783,10.566719407659596,3.469630342105263
102,3,second,20,6,4.21940928270041,3,2.109704641350205,0.7109999999999967,86.47431069662211,10.321026652451554,1.8590332923076927
102,3,second,21,15,2.505428428261229,9,1.5032570569567374,0.1000000000000085,86.8908558077872,12.402220927893126,11.258725324324326
102,3,second,22,10,3.107520198881303,7,2.175264139216912,,86.95674186793616,10.264880105906075,3.691537565217391
102,3,second,23,14,3.522012578616351,10,2.5157232704402506,0.1110000000000042,85.56849878960756,10.837703237259852,2.2709553666666666
102,3,second,24,23,3.53302611367128,16,2.457757296466977,,86.27659136821566,10.555384696106227,3.3460725238095237
102,3,second,25,8,3.0418250950570065,7,2.6615969581748806,,86.56748526615482,10.355914567371233,2.734799740740741
102,3,second,26,5,1.9083969465648924,5,1.9083969465648924,,86.28258110045373,10.569529651849791,3.4759062016806723
102,3,second,27,6,2.9354207436399262,6,2.9354207436399262,,85.77362412413842,10.79050802257582,3.0988256129032252
102,3,second,28,10,3.5587188612099614,6,2.135231316725977,,86.28682691391538,10.578904119532385,3.586457137931035
102,3,second,29,6,3.649635036496338,4,2.433090024330892,0.11099999999999,85.95528921681762,10.682216250794886,2.7693566323529413
102,3,second,30,8,3.1859816806053414,7,2.7877339705296738,0.1549999999999443,87.16926270454114,10.279513712716584,4.402084210526315
103,2,second,1,16,2.9455081001472743,10,1.8409425625920464,,110.08378660448192,2.769151487485355,0.5509386422764228
103,2,second,2,27,2.45053548738428,17,1.5429297513160283,,110.11501245122567,2.7741853133421173,0.29782074000000003
103,2,second,3,9,2.3709167544783933,7,1.844046364594306,,110.07569685955275,2.7536974633917204,0.38179316
103,2,second,4,25,3.121098626716608,13,1.622971285892636,0.13566666666666075,109.34096569373119,2.3720064672660928,0.60492125748503
103,2,second,5,30,2.761413843888077,15,1.3807069219440384,,109.24701631610161,2.3689544852050273,1.0254585291005291
103,2,second,6,39,2.527216174183512,20,1.296008294453083,0.2889999999999872,109.58319477709531,2.522452768820775,0.8636861993957704
103,2,second,7,21,2.653525398028814,8,1.0108668182966911,0.15933333333333619,109.14250878739387,3.233564143844272,2.9391755358361777
103,2,second,8,26,2.5984409354387368,15,1.4991005396761943,0.7439999999999998,109.93081898914095,2.674467833149054,0.28588807772020725
103,2,second,9,20,2.8388928317956044,12,1.7033356990773627,0.7109999999999559,109.8339204731315,2.6617536583443897,0.9185813513513513
103,2,second,10,14,2.672265699560997,11,2.099637335369355,,109.2718267523248,2.3261062770582384,0.479515606060606
103,2,second,11,18,2.5802752293577984,16,2.2935779816513766,,110.36591321880772,2.914841651271734,0.476346030075188
103,2,second,12,31,2.171324507949843,19,1.3308117951950649,0.1674999999999897,109.26023921763706,2.3101871375143292,0.30521246840958605
103,2,second,13,11,3.33839150227616,7,2.12443095599392,0.2019999999999981,109.25113650274072,2.313266804131537,0.42047347222222226
103,2,second,14,8,3.8461538461538756,4,1.9230769230769378,,109.75852534894393,2.5919921067327794,0.5980903913043477
103,2,second,15,16,3.0923850019327452,7,1.3529184383455761,0.1110000000000042,110.23595096185441,2.835792651788246,0.2227201420454545
103,2,second,16,14,2.8005601120224073,9,1.8003600720144046,,110.07635945472184,2.7640102414216274,0.49797803311258276
103,2,second,17,22,2.7697343572957376,13,1.6366612111292995,0.17299999999998755,109.89056909165461,2.6989956364062566,0.8333556778115503
103,2,second,18,26,2.343609158103481,11,0.9915269515053187,0.16445454545454777,108.7155090777458,3.1947416162999778,3.279070127937337
103,2,second,19,30,2.481800132362669,14,1.158173395102579,0.2022500000000029,109.33297280286573,2.5091288791609063,1.3208397848837208
103,2,second,20,33,2.447526514870577,16,1.1866795223614919,0.18800000000002604,109.7297706028855,2.599521533636762,0.6720586153846154
103,2,second,21,24,2.7832540879044445,16,1.85550272526963,0.1100000000000136,110.01087419726082,2.7356891803130923,0.627956291005291
103,2,second,22,27,2.3860021208907707,12,1.0604453870625647,0.179000000000002,109.87800985437173,2.6585981325372163,0.5968732956878849
103,2,second,23,48,2.2910600925970095,11,0.5250346045534813,0.18093333333333134,108.71889986978555,4.594194882308959,7.305008094360088
103,2,second,24,24,2.5265817454468906,13,1.3685651121170657,0.1000000000000227,110.36156865130354,2.907932696827596,0.3394216684636118
103,2,second,25,31,2.696590118302023,15,1.3048016701461402,0.2956666666666573,109.58449630197974,2.4886063151555518,0.3847563949191686
103,2,second,26,38,3.0327214684756587,18,1.4365522745411015,0.132000000000005,109.53527564420804,2.523417965644508,1.0827390131004366
103,2,second,27,19,3.072941937570762,11,1.7790716480672832,0.1110000000000184,109.46374754835819,2.4440744823624647,0.7036210035714285
103,2,second,28,34,1.9433013260173713,14,0.8001828989483293,0.28950000000000387,108.6309448050632,2.153923537969542,0.9467234153297683
103,2,second,29,17,2.5556223692122666,10,1.5033072760072157,0.7340000000000018,110.06774262729976,2.7607093355758043,0.5578552976190476
103,2,second,30,9,2.796768178993148,5,1.5537600994406378,0.11099999999999,109.76016282366862,2.5911967681382624,0.5800830847457628
103,3,first,1,19,2.4570024570024556,12,1.5517910254752352,0.16300000000000145,109.18960225212467,2.581973032176108,1.9430337507788162
103,3,first,2,10,3.063725490196069,5,1.5318627450980344,0.14833333333333107,109.42491539227235,2.627271492755581,1.424846783783784
103,3,first,3,28,2.3864314327111558,19,1.6193641864825699,0.4239999999999923,109.08238544299304,2.273331809408879,0.9611396434782609
103,3,first,4,9,2.914507772020704,6,1.9430051813471363,,109.2121374344428,2.3350439876670768,0.9006880803571429
103,3,first,5,18,2.779493514515133,11,1.6985793699814702,,109.31079201457304,2.4105775579250177,1.1163391396226416
103,3,first,6,14,2.319416832339297,8,1.3253810470510268,0.17119999999999885,107.71657266314757,3.8402861034170623,5.355712396624472
103,3,first,7,17,3.0367988567345408,9,1.6077170418006392,0.16200000000000042,108.23457825348609,3.7044462496880612,5.162680115207373
103,3,first,8,17,2.585158150851573,9,1.3686131386861269,0.2743333333333642,109.44396597631868,2.616294214969983,1.5597134315789472
103,3,first,9,24,3.4522439585730735,10,1.4384349827387806,0.14942857142856725,108.15752352313656,3.500238714507552,4.301948939490447
103,3,first,10,15,3.772635814889337,8,2.012072434607646,0.14239999999999495,108.08103057125368,2.221260954672395,2.0664874944444445
103,3,first,11,18,2.657218777679362,7,1.0333628579864185,0.16633333333335065,109.03449039510956,2.208990280392365,0.44341832081911264
103,3,first,12,9,3.394945303658983,7,2.640513013956987,0.1800000000000068,109.05572657524822,2.232503410260825,0.7006575520833334
103,3,first,13,9,2.862595419847324,7,2.2264631043256964,,109.0439725621034,2.238774108368082,0.8562379180327869
103,3,first,14,13,2.439939939939951,5,0.9384384384384428,0.16728571428571318,107.89870802216643,3.7613080747320202,4.975403071428571
103,3,first,15,18,2.7915632754342274,8,1.240694789081879,0.18787500000000887,109.04110515892276,2.5954915056888255,2.2028198436363633
103,3,first,16,23,2.6906878802058953,14,1.6378100140383711,0.7704999999999913,108.9878104775565,2.212899397808401,0.7612775584795319
103,3,first,17,18,2.89901755516186,11,1.7716218392655814,0.2960000000000065,108.93512469548949,2.752640973068921,2.731750620817844
103,3,first,18,7,3.00687285223371,6,2.577319587628894,,108.95293780364176,2.1612192919183144,0.5690008773584905
103,3,first,19,24,2.711251694532308,15,1.6945323090826925,0.1999999999999886,108.98216142610205,2.2769213601004235,1.008896997260274
103,3,first,20,10,2.5432349949135284,8,2.034587995930823,0.20025000000000576,107.42127764011657,2.4757259991499514,2.7460745786516854
103,3,first,21,21,2.4364775495997217,10,1.160227404571296,0.16684615384615248,107.39783624303233,4.953856189953071,7.985806928977272
103,3,first,22,12,3.1779661016949543,5,1.3241525423728977,0.43100000000004,109.327750489825,2.351703161038253,0.30999193333333336
103,3,first,23,19,2.3791635361883285,8,1.0017530678687698,0.1756249999999997,107.30666891212044,2.9017544771779598,3.912095795857988
103,3,first,24,25,2.5262732417138194,18,1.81891673403395,0.6669999999999732,109.58226526112506,2.498664444958861,0.5114766804597701
103,3,first,25,11,2.910052910052931,7,1.8518518518518652,,108.86714293683495,2.1426237847533334,0.8185790930232557
103,3,first,26,22,2.76243093922652,10,1.2556504269211453,0.26916666666667294,108.65546113790505,2.2252146068413996,1.2122425316091954
103,3,first,27,11,2.357479639948566,8,1.7145306472353206,0.235666666666674,109.37733344761014,2.38317237399026,0.28959865402843604
103,3,first,28,17,1.9675925925925957,10,1.1574074074074092,0.2039999999999992,108.47960830062132,2.4097136230217697,1.946121399380805
103,3,first,29,12,1.7045454545454497,9,1.2784090909090873,0.15914285714286178,107.30571118873003,4.4969497177874524,6.498561110687022
103,3,first,30,11,2.588235294117647,8,1.8823529411764706,0.464666666666659,108.99840849451833,2.7457632566839543,2.3401581985815607
105,2,second,1,16,2.6084121291164,10,1.6302575806977502,0.17699999999999694,89.93940579895052,8.805468213903364,4.667005082706767
105,2,second,2,18,3.245582401730973,13,2.3440317345834805,0.12566666666666745,90.00906639294014,8.772610524909604,4.691535892430279
105,2,second,3,9,2.981119576018544,3,0.9937065253395148,,90.10565782954227,8.784087284500554,5.004630708029197
105,2,second,4,14,2.6535253980288043,8,1.516300227445031,0.1405000000000029,91.74041402415871,8.070952318250043,5.573850960591133
105,2,second,5,24,2.7485112230874855,18,2.0613834173156143,0.13960000000000147,90.82701129907464,8.489442109613893,5.5743080698924725
105,2,second,6,19,2.904754624675115,15,2.2932273352698274,0.12550000000000713,90.50628120233284,8.601144414469948,5.09903064527027
105,2,second,7,15,2.259036144578308,12,1.8072289156626467,0.17766666666666228,91.06330921054568,8.336484959439028,5.155506124567474
105,2,second,8,14,2.9604567561852404,12,2.5375343624444917,0.14066666666666802,90.24012352194197,8.69216955212448,4.892748644859813
105,2,second,9,16,2.934164679992663,11,2.0172382174949557,0.1120000000000089,90.84661660116117,8.443780469912122,5.153912781376519
105,2,second,10,24,2.524986849026829,21,2.2093634928984756,0.15220000000001047,92.15528140715658,7.872817660103433,5.5991160788804075
105,2,second,11,16,2.956393200295636,11,2.0325203252032495,0.1256666666666686,90.07217164740963,8.734806323807243,4.648635028571429
105,2,second,12,14,2.36446546191522,16,2.702246242188823,0.1309999999999718,90.9582493525441,8.404414877548232,5.475647523809524
105,2,second,13,18,2.525606847200782,19,2.6659183387119367,0.13366666666667013,91.83145080742908,8.02766545810558,5.581056859531772
105,2,second,14,20,3.291097581043279,16,2.6328780648346233,0.14450000000000068,90.35262774842326,8.673112504628984,5.073414632727272
105,2,second,15,18,2.779493514515133,9,1.3897467572575666,0.1920000000000025,90.19966330182238,8.704745099994577,4.844192181481481
105,2,second,16,21,3.0859662013225573,14,2.0573108008817047,0.12014285714285822,90.16568471730695,8.755469056342294,4.976750074675325
105,2,second,17,15,2.9898345624875446,11,2.1925453458241995,0.11833333333333935,91.6234771821381,8.088833010471587,5.384611282407407
105,2,second,18,10,2.6075619295958417,7,1.825293350717089,0.1747499999999888,90.67420124160721,8.46516221518933,5.115233946666667
105,2,second,19,27,2.6074360212457774,15,1.4485755673587652,,91.68228026106641,8.03717505235901,5.2967053936651585
105,2,second,20,9,2.8011204481792524,7,2.1786492374727517,0.12566666666665086,90.78902791503181,8.379938307122938,4.971221612903226
105,2,second,21,19,2.9163468917881743,16,2.455871066768989,0.15433333333332652,90.6258374021863,8.575737111087946,5.258009993220339
105,2,second,22,14,4.022988505747122,7,2.011494252873561,0.12533333333332544,90.13924448173302,8.784187894580587,5.094611810126582
105,2,second,23,20,2.701607456436583,11,1.4858841010401205,0.22575000000000497,91.2203501402697,8.246695504405253,5.121613365384615
105,2,second,24,19,3.0894308943089404,11,1.7886178861788602,0.27366666666666595,91.82806439022826,7.980111016396972,5.317865033707865
105,2,second,25,13,2.6998961578400844,11,2.284527518172379,0.12666666666666512,91.50293676274319,8.153338052761042,5.4217377777777775
105,2,second,26,22,3.0964109781843816,15,2.111189303307533,0.16699999999998735,91.15604885163569,8.271123679289715,5.080806932258065
105,2,second,27,13,2.5450274079874684,13,2.5450274079874684,0.1353333333333258,90.45960451767431,8.620492460879662,5.078149337899543
105,2,second,28,16,3.206412825651297,8,1.6032064128256485,0.14000000000000523,90.76953490194995,8.481331464674387,5.401067218604651
105,2,second,29,18,3.8135593220338992,9,1.9067796610169496,0.1102500000000006,90.13196804653924,8.727648498524898,4.762207700934579
105,2,second,30,13,3.2936407398023806,10,2.5335697998479847,0.13700000000000517,90.43193943173858,8.645350860750273,5.127471387283237
105,3,first,1,9,3.202846975088965,5,1.7793594306049807,0.1120000000000089,87.79364669288694,10.543193211520316,7.573898344827586
105,3,first,2,11,3.9985459832788215,6,2.181025081788448,0.12566666666666032,87.6281517678655,10.596517637063805,7.470573503999999
105,3,first,3,20,2.891426919184617,11,1.5902848055515393,0.1335000000000121,87.34670900649978,10.02007394927398,4.00874689
105,3,first,4,8,2.6595744680851228,7,2.3271276595744825,,87.67745213865277,9.801323047687186,3.6632058174603177
105,3,first,5,5,1.9432568985619842,8,3.1092110376991746,,87.30993682296655,10.07286564336635,4.110551981132076
105,3,first,6,13,2.949183303085308,12,2.722323049001823,0.1330000000000097,87.20160037279669,10.115899228515056,4.174557287234042
105,3,first,7,7,2.2838499184339334,7,2.2838499184339334,,87.87603085195542,9.933135808484673,4.925603226562501
105,3,first,8,17,2.403166525303935,16,2.261803788521351,0.1370000000000004,86.57549432168356,10.389902492998184,3.324971340909091
105,3,first,9,12,2.6166593981683386,7,1.526384648931531,0.14766666666666708,88.03296777739398,10.22843365556022,6.530148071428572
105,3,first,10,9,3.8216560509554074,6,2.5477707006369386,,88.9059756188926,9.42336022712103,4.9398465607476645
105,3,first,11,10,2.632964718272774,11,2.8962611901000512,0.1129999999999995,87.49584685123035,10.509382545776209,6.86181333139535
105,3,first,12,20,3.185727938834028,17,2.7078687480089236,0.12300000000001879,87.53704726808033,9.890689389666196,3.7928836185185184
105,3,first,13,8,2.5649246553382263,7,2.244309073420948,,87.58058289775215,9.85483891942797,3.690328427480916
105,3,first,14,13,2.3280802292263596,12,2.148997134670486,0.14780000000000085,87.82729398861682,9.734620581001987,3.7469920543933055
105,3,first,15,13,2.8053517479499437,8,1.7263703064307345,0.15550000000000344,87.19873226298444,10.116657462258164,4.168332371859296
105,3,first,16,18,2.5488530161427416,13,1.8408382894364246,0.18324999999999386,87.49511808587533,10.509247059635367,6.856844188679245
